FILE NAME,FORMAT,SIZE,URL
NORMAL-61,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-62,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-63,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-64,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-65,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-66,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-67,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-68,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-69,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-70,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-71,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-72,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-73,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-74,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-75,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-76,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-77,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-78,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-79,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-80,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-81,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-82,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-83,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-84,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-85,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-86,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-87,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-88,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-89,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-90,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-91,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-92,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-93,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-94,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-95,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-96,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-97,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-98,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-99,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-100,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-101,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-102,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-103,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-104,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-105,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-106,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-107,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-108,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-109,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-110,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-111,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-112,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-113,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-114,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-115,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-116,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-117,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-118,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-119,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-120,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-121,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-122,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-123,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-124,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-125,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-126,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-127,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-128,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-129,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-130,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-131,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-132,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-133,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-134,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-135,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-136,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-137,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-138,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-139,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-140,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-141,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-142,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-143,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-144,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-145,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-146,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-147,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-148,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-149,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-150,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-151,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-152,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-153,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-154,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-155,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-156,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-157,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-158,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-159,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-160,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-161,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-162,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-163,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-164,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-165,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-166,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-167,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-168,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-169,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-170,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-171,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-172,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-173,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-174,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-175,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-176,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-177,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-178,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-179,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-180,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-181,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-182,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-183,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-184,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-185,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-186,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-187,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-188,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-189,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-190,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-191,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-192,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-193,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-194,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-195,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-196,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-197,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-198,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-199,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-200,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-201,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-202,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-203,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-204,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-205,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-206,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-207,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-208,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-209,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-210,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-211,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-212,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-213,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-214,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-215,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-216,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-217,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-218,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-219,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-220,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-221,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-222,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-223,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-224,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-225,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-226,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-227,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-228,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-229,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-230,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-231,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-232,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-233,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-234,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-235,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-236,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-237,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-238,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-239,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-240,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-241,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-242,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-243,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-244,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-245,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-246,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-247,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-248,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-249,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-250,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-251,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-252,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-253,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-254,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-255,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-256,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-257,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-258,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-259,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-260,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-261,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-262,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-263,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-264,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-265,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-266,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-267,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-268,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-269,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-270,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-271,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-272,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-273,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-274,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-275,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-276,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-277,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-278,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-279,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-280,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-281,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-282,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-283,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
NORMAL-284,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia
